Timestamp	Open	High	Low	Close	Volume (BTC)	Volume (Currency)	Weighted Price
2015-01-11 00:00:00	275.6	280.94	262.08	266.39	12758.95	3480736.98	272.81
2015-01-12 00:00:00	266.34	272.43	263.54	267.42	10478.25	2823903.11	269.5
2015-01-13 00:00:00	267.1	268.15	216	227	60556.16	14289366.81	235.97
2015-01-14 00:00:00	227.01	230.89	152.4	171.41	124188.89	23576265.19	189.84
2015-01-15 00:00:00	172	233.9	168.5	210.98	83488.42	17311108.42	207.35
2015-01-16 00:00:00	210.69	223.15	198.04	208.03	34723.35	7316818.68	210.72
2015-01-17 00:00:00	208.02	212.84	192.17	199.69	19121.89	3838117.35	200.72
2015-01-18 00:00:00	199.69	222	195.02	211.85	18205.18	3818886.28	209.77
2015-01-19 00:00:00	211.8	220.94	207.7	216.34	13037.4	2781606.66	213.36
2015-01-20 00:00:00	216.01	216.81	201.98	210.65	14129.24	2974516.46	210.52
2015-01-21 00:00:00	211.94	228.9	205	227.16	23160.66	5023355.43	216.89
2015-01-22 00:00:00	227.75	239	226.01	234.08	25405.33	5911624.9	232.69
2015-01-23 00:00:00	234.08	240	225.55	233.64	15268.27	3544720.28	232.16
2015-01-24 00:00:00	233.42	249.99	230.03	249.19	13793.78	3338886.07	242.06
2015-01-25 00:00:00	249.33	257	241.33	255.31	28760.93	7179902.22	249.64
2015-01-26 00:00:00	254.67	309.9	254.67	274.8	55829.61	15755918.68	282.21
2015-01-27 00:00:00	274.76	278.51	243.1	263.98	21159.83	5464232.28	258.24
2015-01-28 00:00:00	263.97	266.45	225.91	236.07	28092.33	6890538.54	245.28
2015-01-29 00:00:00	236.07	242.18	220	235.79	26012.17	6035005.43	232.01
2015-01-30 00:00:00	235.12	244.98	225.52	228.98	20614.84	4831205.3	234.36
2015-01-31 00:00:00	228.96	234.8	215.75	216.9	19208.28	4374363.51	227.73
2015-02-01 00:00:00	218.04	233	208.48	226.93	18408.25	4078716.74	221.57
2015-02-02 00:00:00	226.93	241.98	221.79	238.47	15612.79	3578794.01	229.22
2015-02-03 00:00:00	238.38	244.39	223.79	227.99	17499.53	4116764.15	235.25
2015-02-04 00:00:00	227.94	231	220.02	227	14983.46	3372160.12	225.06
2015-02-05 00:00:00	226.93	229	210.43	216.81	12982.79	2852443.59	219.71
2015-02-06 00:00:00	216.46	225.86	210.59	223.37	10951.79	2404228.18	219.53
2015-02-07 00:00:00	223.44	231.14	221.77	228.3	9663.67	2194651.36	227.1
2015-02-08 00:00:00	228.78	232.89	217.28	223.88	13775.01	3096894.55	224.82
2015-02-09 00:00:00	223.92	225.99	215	220.9	19473.96	4275773.11	219.56
2015-02-10 00:00:00	220.91	222	215	220.42	6882.65	1504640.64	218.61
2015-02-11 00:00:00	220.42	223.43	217.99	219.55	10676.29	2361490.25	221.19
2015-02-12 00:00:00	219.57	223.09	218.01	223	6964.61	1540080.48	221.13
2015-02-13 00:00:00	223.02	242.35	221.37	237	21412.46	5014286.35	234.18
2015-02-14 00:00:00	237	259.31	236.9	256.99	19824.75	4942602.43	249.31
2015-02-15 00:00:00	256.81	267.92	227.75	235.63	29173.27	7227263.01	247.74
2015-02-16 00:00:00	235.61	241.23	229.2	234.7	12394.83	2925051.29	235.99
2015-02-17 00:00:00	234.69	248.78	232.01	244.7	13121.54	3166380.86	241.31
2015-02-18 00:00:00	244.6	247	232.01	237.37	12821.91	3064757.58	239.03
2015-02-19 00:00:00	237.37	245.01	235.59	240.59	8704.34	2090012.92	240.11
2015-02-20 00:00:00	240.61	249.32	239.41	245.48	9342.69	2290057.56	245.12
2015-02-21 00:00:00	245	247.8	244	245.41	2982.21	732440.43	245.6
2015-02-22 00:00:00	245.84	247.42	232.48	236.5	7751.75	1843120.12	237.77
2015-02-23 00:00:00	236.46	241	232.05	239.65	6327.73	1496364.77	236.48
2015-02-24 00:00:00	239.63	240.97	236.07	239.55	5144.11	1229421.65	239
2015-02-25 00:00:00	239.53	240.98	236	237.97	3810.54	907834.23	238.24
2015-02-26 00:00:00	237.99	238.55	234.01	236.84	5492.01	1298613.31	236.46
2015-02-27 00:00:00	236.83	256.15	236.16	252.78	22012	5507409.53	250.2
2015-02-28 00:00:00	252.29	254.56	245.2	253.47	5626.63	1412930.8	251.12
2015-03-01 00:00:00	253.45	260.25	245	258.34	9678.18	2449261.44	253.07
2015-03-02 00:00:00	257.95	277	255.61	274.93	18015.26	4790016.83	265.89
2015-03-03 00:00:00	275.95	284.95	265.89	281	20977.32	5763892.95	274.77
2015-03-04 00:00:00	281.03	283.88	264.94	270.78	14313.17	3941761.02	275.39
2015-03-05 00:00:00	270.72	280.5	262.2	273.09	11428.34	3088968.38	270.29
2015-03-06 00:00:00	273.46	276.46	269	272.68	6853.28	1868631.26	272.66
2015-03-07 00:00:00	272.61	279.48	270	276.71	5716.65	1571766.98	274.95
2015-03-08 00:00:00	276.71	277.57	271.12	275	4430.69	1216001.25	274.45
2015-03-09 00:00:00	275	289	274.17	287.12	11996.32	3393640.02	282.89
2015-03-10 00:00:00	287.12	296.8	283.96	290	13129.06	3822987.8	291.19
2015-03-11 00:00:00	290	296.79	285.83	296.54	6737.5	1968122.22	292.11
2015-03-12 00:00:00	296.29	297.95	289	295.31	7880.67	2320925.65	294.51
2015-03-13 00:00:00	295.66	295.66	282.99	283.25	9610.55	2778237.52	289.08
2015-03-14 00:00:00	283.25	287.69	280.46	282.01	5375.8	1526532.94	283.96
2015-03-15 00:00:00	282.36	287.75	281.42	286.75	2430.05	693038.73	285.2
2015-03-16 00:00:00	286.79	294.26	285.78	289.27	6499.92	1890019.15	290.78
2015-03-17 00:00:00	289.27	292.99	281.9	282.8	6447.42	1857832.07	288.15
2015-03-18 00:00:00	282.8	284	249.02	256.45	21654.68	5786009.63	267.19
2015-03-19 00:00:00	256.59	265.95	249	261.81	15017.74	3882043.19	258.5
2015-03-20 00:00:00	261.97	265.27	257	261.96	5678.38	1481038.51	260.82
2015-03-21 00:00:00	261.92	262.49	256.25	260	4623.89	1199545.59	259.42
2015-03-22 00:00:00	260	272	259.24	267.74	5976.84	1583898.51	265.01
2015-03-23 00:00:00	268.28	270.07	259.5	265.94	8658.47	2302945.49	265.98
2015-03-24 00:00:00	265.98	266.52	241.84	245	19052.73	4762656.86	249.97
2015-03-25 00:00:00	245.29	250	236.4	246.94	12881.63	3137193.38	243.54
2015-03-26 00:00:00	246.99	253.75	244.91	249.23	8385.94	2101550.48	250.6
2015-03-27 00:00:00	249.23	250.52	245.12	247.94	6089.85	1509888.95	247.94
2015-03-28 00:00:00	247.93	253.83	247.25	252.87	5685.64	1428455.71	251.24
2015-03-29 00:00:00	252.91	252.96	239.96	242	6690.23	1632793.77	244.06
2015-03-30 00:00:00	242.41	248.86	236.52	247.95	7951.75	1947589.08	244.93
2015-03-31 00:00:00	247.95	248.59	238.55	244.24	8114.09	1977179.96	243.67
2015-04-01 00:00:00	243.93	246.83	239.32	246.69	6226.02	1513600.95	243.11
2015-04-02 00:00:00	246.68	256.96	244.52	253.28	9806.82	2453663.53	250.2
2015-04-03 00:00:00	253.22	256.67	251.23	254.19	5048.58	1283171.17	254.16
2015-04-04 00:00:00	254.19	255.85	250.76	253.7	2769.28	700284.51	252.88
2015-04-05 00:00:00	253.6	261	251.65	260.54	5759.36	1479483.36	256.88
2015-04-06 00:00:00	260.57	262.98	254	255.58	5960.68	1535495.47	257.6
2015-04-07 00:00:00	255.54	256.62	251.5	253.72	6010.27	1528033.96	254.24
2015-04-08 00:00:00	253.71	254.96	243.06	244.58	11663.66	2878711.72	246.81
2015-04-09 00:00:00	244.84	246.3	238.47	243.43	7943.71	1932557.64	243.28
2015-04-10 00:00:00	243.75	243.94	231	235.99	11549.63	2728444.29	236.24
2015-04-11 00:00:00	235.99	239.42	233	236.15	4108.5	970132.1	236.13
2015-04-12 00:00:00	236.09	237.5	233.42	236.5	3173.33	749346.73	236.14
2015-04-13 00:00:00	236.42	236.9	219.64	223.15	13924.23	3188473.5	228.99
2015-04-14 00:00:00	222.97	224.79	210	215.8	18582.19	4046514.4	217.76
2015-04-15 00:00:00	215.78	222.88	214.05	222.88	9949.32	2188510.28	219.97
2015-04-16 00:00:00	222.83	229.67	222.44	227.5	10834.87	2456157.83	226.69
2015-04-17 00:00:00	227.36	228.29	220	222.6	7928.4	1772380.48	223.55
2015-04-18 00:00:00	222.6	224.72	220.32	223.4	4620.32	1028922.57	222.7
2015-04-19 00:00:00	223.35	227.35	221.91	222.54	5901.5	1326434.67	224.76
2015-04-20 00:00:00	222.54	226.51	221.43	224.3	5966.86	1338160.68	224.27
2015-04-21 00:00:00	224.3	236	223.91	235.74	9923.68	2272979.67	229.05
2015-04-22 00:00:00	235.71	238.64	229.1	233.45	10710.5	2519188.93	235.21
2015-04-23 00:00:00	233.25	236.22	232.01	235.98	8352.86	1958492.84	234.47
2015-04-24 00:00:00	235.61	236	228	230.24	8543.67	1975149.01	231.18
2015-04-25 00:00:00	231.04	232.29	225.7	226.12	5286.1	1206594.84	228.26
2015-04-26 00:00:00	226.12	227.26	214.98	219.52	11238.36	2465554.22	219.39
2015-04-27 00:00:00	219.52	229.93	217.52	227.23	13816.49	3078036.49	222.78
2015-04-28 00:00:00	227.17	227.56	221.45	225.16	9345.78	2100833.73	224.79
2015-04-29 00:00:00	225.18	226.99	221.81	225.48	8668.36	1948799.38	224.82
2015-04-30 00:00:00	225.5	240	224.6	236.2	12490.2	2913475.41	233.26
2015-05-01 00:00:00	236.47	239.23	230.51	231	6687.12	1569832.93	234.75
2015-05-02 00:00:00	231.05	234.9	229.87	233.83	4350.06	1011094.68	232.43
2015-05-03 00:00:00	233.83	242.25	232.31	239	4407.81	1053978.39	239.12
2015-05-04 00:00:00	239.73	242.2	236.07	238.34	7504.69	1790508.83	238.59
2015-05-05 00:00:00	238.22	238.78	229.66	235.12	8621.55	2014039.53	233.61
2015-05-06 00:00:00	235.18	235.94	227.01	228.49	8623.83	2008359.4	232.88
2015-05-07 00:00:00	228.34	240	227.35	236.87	11062.65	2580889.83	233.3
2015-05-08 00:00:00	236.92	246.57	235.29	243.2	9486.75	2289574.77	241.34
2015-05-09 00:00:00	243.22	247.01	238.62	241.96	5499.61	1331707.24	242.15
2015-05-10 00:00:00	241.83	244.99	238.02	239.13	3520.24	847791.57	240.83
2015-05-11 00:00:00	239.13	244.51	237.99	241.3	9690.64	2333507.17	240.8
2015-05-12 00:00:00	241.3	242	237.54	241.03	8418.72	2022709.59	240.26
2015-05-13 00:00:00	241.03	244.14	235.06	235.97	9332.47	2246344.49	240.7
2015-05-14 00:00:00	235.97	239.7	232.22	237.13	7530.5	1782947.51	236.76
2015-05-15 00:00:00	237.12	239.28	235.12	237.37	4536.93	1076186.77	237.21
2015-05-16 00:00:00	237.39	237.4	234	235.66	3116.79	735534.15	235.99
2015-05-17 00:00:00	235.43	237	234.15	235.97	2645.16	624187.82	235.97
2015-05-18 00:00:00	235.69	236.94	231.44	232.87	7443.22	1749933.81	235.1
2015-05-19 00:00:00	233.03	234.24	230.86	231.4	5568.28	1295513.42	232.66
2015-05-20 00:00:00	231.4	234.86	231	234.43	7823.36	1827504.32	233.6
2015-05-21 00:00:00	234.4	236.52	233.75	235	4609.28	1084562.78	235.3
2015-05-22 00:00:00	235	240.9	232.92	238.99	10451.8	2474671.24	236.77
2015-05-23 00:00:00	238.8	240.67	237.4	237.76	3216.28	769659.7	239.3
2015-05-24 00:00:00	237.87	241.64	237.66	239.22	2921.55	700689.78	239.84
2015-05-25 00:00:00	239.69	240.1	233.1	235.59	5625.09	1329127.79	236.29
2015-05-26 00:00:00	235.72	237.96	234	235.71	8590.08	2027436.08	236.02
2015-05-27 00:00:00	235.71	237.35	234	235.17	8572.87	2020077.91	235.64
2015-05-28 00:00:00	235.32	236.8	234.87	236.46	5005.98	1181332.16	235.98
2015-05-29 00:00:00	236.46	236.52	234	236.03	6165.89	1451969.31	235.48
2015-05-30 00:00:00	236.03	236.03	231	232.11	4245.94	989461.16	233.04
2015-05-31 00:00:00	232.11	232.51	228	228.91	4372.21	1009782.37	230.95
2015-06-01 00:00:00	228.91	231.2	220.65	223.51	12184.96	2745533.83	225.32
2015-06-02 00:00:00	223.5	226.38	221.34	225.18	7744.88	1732996.27	223.76
2015-06-03 00:00:00	225.17	226.99	222.57	224.27	5815.57	1308939.39	225.07
2015-06-04 00:00:00	224.8	225.98	222	222.99	4822.41	1082749.64	224.52
2015-06-05 00:00:00	222.99	225.9	219.03	224.4	8396.71	1874523.31	223.24
2015-06-06 00:00:00	224.4	225.26	223.07	224.99	2772.33	622174.42	224.42
2015-06-07 00:00:00	224.95	225.48	221.86	222.7	3324.38	744455.84	223.94
2015-06-08 00:00:00	222.65	229.4	222.31	228.17	8986.87	2030845.81	225.98
2015-06-09 00:00:00	228.05	230.79	226.67	228.7	9129.71	2092426.03	229.19
2015-06-10 00:00:00	228.7	229.75	226.83	227.8	6284.74	1434862.91	228.31
2015-06-11 00:00:00	227.88	229.57	227.25	229.03	4727.31	1081972.66	228.88
2015-06-12 00:00:00	229.14	230.7	228.29	229.4	5887.15	1352496.72	229.74
2015-06-13 00:00:00	229.3	232.04	228.06	231.64	4009.8	924578.6	230.58
2015-06-14 00:00:00	231.64	234	230.94	232.09	3586.28	832952.91	232.26
2015-06-15 00:00:00	232.08	237.09	231.55	235.92	10505.58	2463163.92	234.46
2015-06-16 00:00:00	236	252.05	234.35	250.09	17954.59	4361600.09	242.92
2015-06-17 00:00:00	250.02	257.39	243.2	247.76	16951.14	4243214.1	250.32
2015-06-18 00:00:00	247.76	251.58	240	248.4	11145.13	2746848.96	246.46
2015-06-19 00:00:00	248.45	249.93	242.14	243.7	6783.07	1670444.75	246.27
2015-06-20 00:00:00	243.75	245.56	239.93	244.76	4434.69	1075370.59	242.49
2015-06-21 00:00:00	244.65	245	241.06	243.64	1946.29	473260.91	243.16
2015-06-22 00:00:00	243.6	247.99	242.64	246	5149.76	1263921.54	245.43
2015-06-23 00:00:00	245.99	247.25	242.14	243.74	4953.9	1210524.77	244.36
2015-06-24 00:00:00	243.85	243.99	238.2	240.19	6723.31	1621933.96	241.24
2015-06-25 00:00:00	240.19	242.9	239.18	241.98	5002.93	1207599.94	241.38
2015-06-26 00:00:00	242.08	243.44	240	242.98	5271.85	1274423.23	241.74
2015-06-27 00:00:00	242.98	252	242.36	251.21	7101.1	1756891.09	247.41
2015-06-28 00:00:00	251.28	251.28	247.04	248.62	6104.31	1521893.45	249.31
2015-06-29 00:00:00	248.63	256.94	248.3	256.04	15393.1	3906641.81	253.79
2015-06-30 00:00:00	256.04	268	255	262.5	19902.44	5222157.27	262.39
2015-07-01 00:00:00	262.58	265.25	253.81	257.62	13395.15	3453025.86	257.78
2015-07-02 00:00:00	257.62	260.77	253.19	254.54	9826.99	2515778.51	256.01
2015-07-03 00:00:00	254.49	256.44	252.4	255.92	9153.85	2331332	254.68
2015-07-04 00:00:00	256.06	261.28	254.05	260.2	7909.86	2037201.25	257.55
2015-07-05 00:00:00	260.16	274.74	258.75	271.5	21362.61	5689203.06	266.32
2015-07-06 00:00:00	271.39	278.54	267.13	268.51	20027.86	5473288.27	273.28
2015-07-07 00:00:00	268.53	271.69	264.01	265.51	13755.63	3670683.41	266.85
2015-07-08 00:00:00	265.67	273.24	263.01	270.63	16042.27	4305219.36	268.37
2015-07-09 00:00:00	270.41	271.98	265.92	268.92	13906.64	3744064.73	269.23
2015-07-10 00:00:00	268.98	294.71	268.63	285.23	29151.31	8292731.4	284.47
2015-07-11 00:00:00	284.63	298.05	283.88	291.64	11693.22	3420769.32	292.54
2015-07-12 00:00:00	291.65	317.99	291.65	310.55	22497.47	6901059.79	306.75
2015-07-13 00:00:00	310.55	310.73	281	292.68	29775.98	8680289.61	291.52
2015-07-14 00:00:00	292.54	297.13	286.02	287.55	10361.08	3016087.55	291.1
2015-07-15 00:00:00	287.49	293.7	284.29	285.67	9798.38	2842900.81	290.14
2015-07-16 00:00:00	285.67	292.4	274.92	277.89	21103.34	5937851.73	281.37
2015-07-17 00:00:00	277.74	280.73	272.31	279.43	11477.06	3175870.23	276.71
2015-07-18 00:00:00	279.15	283	276.73	276.79	9362.08	2609994.79	278.78
2015-07-19 00:00:00	276.74	278.1	275.01	275.47	5289.04	1460235.91	276.09
2015-07-20 00:00:00	275.08	279.35	274.62	278.96	8818.53	2446038.23	277.37
2015-07-21 00:00:00	278.95	281.07	276.28	276.76	9000.55	2511729.88	279.06
2015-07-22 00:00:00	276.49	277.97	275	277.68	8318.46	2300120.88	276.51
2015-07-23 00:00:00	277.5	278.55	275.79	276.61	6439.61	1784595.61	277.13
2015-07-24 00:00:00	276.61	290.53	275.9	289.01	15854.1	4513273.28	284.68
2015-07-25 00:00:00	289	292	286.5	288.78	7545.89	2181492.67	289.1
2015-07-26 00:00:00	288.97	294	287.41	293.19	5298.47	1545190.05	291.63
2015-07-27 00:00:00	292.85	297.44	286.43	294.29	14650.73	4276819.04	291.92
2015-07-28 00:00:00	294.03	297	292.19	294.01	8799.04	2592630.37	294.65
2015-07-29 00:00:00	294.01	294.57	287.27	289.85	10236.16	2975568.87	290.69
2015-07-30 00:00:00	289.85	290.08	284.53	288.01	8108.62	2333060.22	287.73
2015-07-31 00:00:00	288.29	289	281.8	284.33	7902.77	2245587.53	284.15
2015-08-01 00:00:00	284.69	285.16	276.66	280.19	7104.07	1992192.81	280.43
2015-08-02 00:00:00	280.19	282.9	276.57	282.32	4530.18	1265880.68	279.43
2015-08-03 00:00:00	282.53	285.8	279.52	280.43	6310.61	1786928.27	283.16
2015-08-04 00:00:00	280.43	285.88	280.43	285	6206.12	1760746.6	283.71
2015-08-05 00:00:00	284.91	285.86	280.63	281.13	6549.55	1850415.94	282.53
2015-08-06 00:00:00	281.13	281.65	276.6	277.48	7123.81	1985840.19	278.76
2015-08-07 00:00:00	277.48	280.43	274.19	279.63	8664.81	2403686.81	277.41
2015-08-08 00:00:00	279.94	279.97	260.41	262.19	10269.87	2777400.01	270.44
2015-08-09 00:00:00	262.19	268.95	261.01	265.05	8870.58	2343259.51	264.16
2015-08-10 00:00:00	265.05	266.79	261.6	264.33	9697.42	2562673.47	264.26
2015-08-11 00:00:00	264.11	271.5	264.07	271.15	8394.12	2235123.97	266.27
2015-08-12 00:00:00	271.15	271.16	265.71	267.73	9520.31	2552596.78	268.12
2015-08-13 00:00:00	267.53	267.88	262.32	264.48	10710.97	2839488.04	265.1
2015-08-14 00:00:00	264.74	266.99	262	265.4	8012.6	2121755.48	264.8
2015-08-15 00:00:00	265.57	266.5	260.45	261.46	5485.63	1450606.74	264.44
2015-08-16 00:00:00	261.46	262.2	254.01	256.11	9633.28	2480559.46	257.5
2015-08-17 00:00:00	256.11	259.12	254.63	256.47	8655.19	2224063.1	256.96
2015-08-18 00:00:00	256.66	256.99	221.11	224.8	16141.82	3992017.85	247.31
2015-08-19 00:00:00	224	237.66	222.01	226.92	24295.07	5617682.67	231.23
2015-08-20 00:00:00	226.4	236.66	226.4	235.54	15812.33	3691074.43	233.43
2015-08-21 00:00:00	235.15	236.66	231.77	233.49	10296.32	2406953.01	233.77
2015-08-22 00:00:00	233.5	235.2	223.01	231	15856.25	3633435.05	229.15
2015-08-23 00:00:00	231	234.03	225.85	228.89	12842.47	2948508.07	229.59
2015-08-24 00:00:00	228.35	228.99	207.73	209.72	37523.08	8154700.2	217.32
2015-08-25 00:00:00	209.76	228.04	198.12	222.38	42308.01	9091324.5	214.88
2015-08-26 00:00:00	222.38	231.09	219.77	225.8	24007.6	5434957.38	226.38
2015-08-27 00:00:00	225.8	228.89	223.17	225.09	14366.26	3249912.03	226.22
2015-08-28 00:00:00	225.09	235.93	220.29	231.65	22900.19	5241943.61	228.9
2015-08-29 00:00:00	231.76	233.9	226.67	230.54	15490.56	3565617.59	230.18
2015-08-30 00:00:00	230.41	232.75	225.04	229	15486.36	3532995.3	228.14
2015-08-31 00:00:00	229.04	232.49	224.39	229.86	15803.52	3616802.14	228.86
2015-09-01 00:00:00	230.25	231.67	226.17	227.96	23925.19	5460038.14	228.21
2015-09-02 00:00:00	227.97	230.77	226	229.18	21470.77	4909260.74	228.65
2015-09-03 00:00:00	228.95	229.96	226.5	227.28	19739.63	4494648.76	227.7
2015-09-04 00:00:00	227.24	231.4	226.33	230.52	20870.02	4786524.88	229.35
2015-09-05 00:00:00	230.72	237.22	229.23	235.6	20103.04	4692704.3	233.43
2015-09-06 00:00:00	235.39	244.2	235.02	240.28	25758.89	6192929.55	240.42
2015-09-07 00:00:00	240.28	242.91	238.44	240.19	23152.03	5567107.97	240.46
2015-09-08 00:00:00	240.07	246.24	239.98	244.21	24023.88	5854496.86	243.69
2015-09-09 00:00:00	244.04	244.22	237.01	238.35	23251.87	5579259.42	239.95
2015-09-10 00:00:00	238.35	241.65	234.78	238.66	20694.92	4949167.98	239.15
2015-09-11 00:00:00	238.57	240.94	237.5	240	13805.18	3309006.87	239.69
2015-09-12 00:00:00	239.92	240	233.02	234.79	17449.12	4143757.66	237.48
2015-09-13 00:00:00	234.79	236.09	228	229.66	19655.12	4546007.73	231.29
2015-09-14 00:00:00	229.66	232.92	223.99	229.71	16674.86	3827895.68	229.56
2015-09-15 00:00:00	229.84	231.21	226.5	230.03	17298.61	3976679.57	229.88
2015-09-16 00:00:00	229.99	230.5	223	228.34	18169.46	4135855.71	227.63
2015-09-17 00:00:00	228.34	235	227	232.17	14645.74	3380034.36	230.79
2015-09-18 00:00:00	232.2	234.4	230.83	233.12	19458.9	4535082.43	233.06
2015-09-19 00:00:00	233.24	233.76	229.89	230	11230.76	2601612.8	231.65
2015-09-20 00:00:00	230	231.7	229	230.16	13401.14	3087488.55	230.39
2015-09-21 00:00:00	230.1	230.15	225	226.15	14081.31	3196957.23	227.04
2015-09-22 00:00:00	226.15	231.96	223.12	230.42	19332.88	4412739.07	228.25
2015-09-23 00:00:00	230.08	231.5	228	229.42	13586.09	3126033.69	230.09
2015-09-24 00:00:00	229.42	235.52	228.89	233.86	24202.74	5608546.02	231.73
2015-09-25 00:00:00	233.88	237.25	232.56	235.22	22555.45	5304812.21	235.19
2015-09-26 00:00:00	235.14	235.67	233	233.81	15109.42	3540710.51	234.34
2015-09-27 00:00:00	233.81	234.61	231.16	232.41	17506.45	4071220.18	232.56
2015-09-28 00:00:00	232.4	239.68	231.69	239.14	17566.83	4169714.96	237.36
2015-09-29 00:00:00	239.14	240.56	235.09	236.94	19877.45	4723484.69	237.63
2015-09-30 00:00:00	236.78	238.27	234.67	236.2	20934.85	4947383.3	236.32
2015-10-01 00:00:00	235.87	239.44	235.01	237.15	20341.01	4823180.2	237.12
2015-10-02 00:00:00	238	239.06	235	237.77	16908.03	4015993.34	237.52
2015-10-03 00:00:00	237.77	239.86	236.3	238.95	17825.62	4247863.44	238.3
2015-10-04 00:00:00	239.06	239.98	237.62	238.6	15015.07	3587379.78	238.92
2015-10-05 00:00:00	238.6	240.85	236.1	240.84	20316.5	4840156.01	238.24
2015-10-06 00:00:00	240.85	248.19	239.52	246.57	26684.25	6485292.24	243.04
2015-10-07 00:00:00	246.79	247.65	242.3	243.2	23768.2	5823652.61	245.02
2015-10-08 00:00:00	243.47	244.76	242.06	242.9	13983.75	3407661.33	243.69
2015-10-09 00:00:00	243.29	244.95	242.16	244.48	14099.92	3433311.67	243.5
2015-10-10 00:00:00	244.49	246.43	243	245.71	17313.14	4239440.73	244.87
2015-10-11 00:00:00	245.71	248.5	244.53	248.05	19140.36	4731236.29	247.19
2015-10-12 00:00:00	248.05	248.47	245.01	245.81	10671.7	2633713.48	246.79
2015-10-13 00:00:00	245.81	250.89	242.82	249.73	25901.6	6380494.84	246.34
2015-10-14 00:00:00	249.97	255.93	248.06	252.47	26942.87	6753537.33	250.66
2015-10-15 00:00:00	252.47	256.5	250.3	254.49	22037.63	5614843.82	254.78
2015-10-16 00:00:00	254.49	267	253.69	263.09	34816.74	9087466.92	261.01
2015-10-17 00:00:00	263.09	273	260.8	270.07	25328.15	6801861.48	268.55
2015-10-18 00:00:00	270.04	271.17	260	261.05	10003.13	2644951.59	264.41
2015-10-19 00:00:00	260.99	266.01	259.82	263.66	16704.7	4381700.26	262.3
2015-10-20 00:00:00	264.28	272.95	262.67	270.64	28967.44	7721192.76	266.55
2015-10-21 00:00:00	270.3	272.69	264	267.89	20396.78	5479672.38	268.65
2015-10-22 00:00:00	267.9	280.04	267.39	275.21	30166.43	8260174.53	273.82
2015-10-23 00:00:00	275.21	280.19	273.46	278.6	21572.27	5984624.45	277.42
2015-10-24 00:00:00	278.6	284	278.22	282.84	20586.34	5767325.87	280.15
2015-10-25 00:00:00	283.03	296	282.2	283.96	30003.59	8680118.09	289.3
2015-10-26 00:00:00	283.96	286.99	279.25	286.9	21266.47	6035103.1	283.78
2015-10-27 00:00:00	286.9	300	286.15	295.54	34002.15	9964151.03	293.04
2015-10-28 00:00:00	295.8	308.48	294.4	305.67	31263.17	9436170.14	301.83
2015-10-29 00:00:00	305.67	319.6	301.7	314.82	32258.31	10020832.76	310.64
2015-10-30 00:00:00	314.95	334.05	313.5	328.65	39364.03	12770329.06	324.42
2015-10-31 00:00:00	328.28	334.67	302.99	310.18	28765.18	9150844.32	318.12
2015-11-01 00:00:00	310.9	329.85	303.01	325.78	14281.55	4520744.07	316.54
2015-11-02 00:00:00	325.78	369.02	320	361.26	45146.5	15705858.69	347.89
2015-11-03 00:00:00	361.73	420.77	360.4	404.06	77212.78	30053087.83	389.22
